epoch,train_loss,eval_loss,eval_accuracy,eval_precision,eval_recall,eval_f1_score
426,2.5381086495318574,2.656,0.601,0.644,0.601,0.597
427,2.5447104171954757,2.656,0.601,0.644,0.601,0.597
428,2.523604981762042,2.658,0.6,0.643,0.6,0.597
429,2.540897974668504,2.657,0.6,0.644,0.6,0.597
430,2.5168917712619265,2.656,0.601,0.644,0.601,0.597
431,2.5261174695704764,2.657,0.601,0.644,0.601,0.597
432,2.517938570814024,2.657,0.601,0.644,0.601,0.597
433,2.5426081670917196,2.658,0.6,0.644,0.6,0.596
434,2.516700743074469,2.655,0.601,0.644,0.601,0.597
435,2.5195555428949765,2.657,0.601,0.644,0.601,0.597
436,2.497380704241548,2.657,0.6,0.643,0.6,0.596
437,2.5083710872869696,2.656,0.601,0.645,0.6,0.597
438,2.4929078379087595,2.656,0.6,0.644,0.6,0.596
439,2.5010050240573554,2.657,0.601,0.645,0.601,0.597
440,2.482733562427888,2.656,0.601,0.644,0.601,0.597
441,2.5371518148471126,2.657,0.599,0.642,0.599,0.596
442,2.5315664860306026,2.656,0.6,0.643,0.6,0.596
443,2.528859260717599,2.658,0.6,0.645,0.6,0.596
444,2.477891163896028,2.656,0.6,0.644,0.6,0.596
445,2.4929183028477557,2.657,0.601,0.644,0.6,0.597
446,2.4717151039510035,2.657,0.599,0.643,0.599,0.596
447,2.480481945603586,2.656,0.601,0.644,0.601,0.597
448,2.469746121006618,2.657,0.601,0.644,0.601,0.597
449,2.4685320247062963,2.657,0.602,0.645,0.602,0.598
450,2.4626326959410445,2.659,0.599,0.642,0.599,0.595
